Modelo,Topologia,Uso,Tiempo
actorPPOmiddR,NEW_BtAsiaPac,0.7544,2.60506534576416
actorPPOmiddR,NEW_BtAsiaPac,0.79368,2.5493664741516113
actorPPOmiddR,NEW_BtAsiaPac,0.70618,2.5476186275482178
actorPPOmiddR,NEW_BtAsiaPac,0.7845,2.5163729190826416
actorPPOmiddR,NEW_BtAsiaPac,0.81368,2.505937337875366
actorPPOmiddR,NEW_BtAsiaPac,0.7079,2.5461909770965576
actorPPOmiddR,NEW_BtAsiaPac,0.72334,2.4751932621002197
actorPPOmiddR,NEW_BtAsiaPac,0.75274,2.5524423122406006
actorPPOmiddR,NEW_BtAsiaPac,0.76902,2.5473005771636963
actorPPOmiddR,NEW_BtAsiaPac,0.69432,2.5545706748962402
actorPPOmiddR,NEW_BtAsiaPac,0.74936,2.5962533950805664
actorPPOmiddR,NEW_BtAsiaPac,0.73718,2.569573402404785
actorPPOmiddR,NEW_BtAsiaPac,0.7364,2.545395851135254
actorPPOmiddR,NEW_BtAsiaPac,0.87574,2.5748136043548584
actorPPOmiddR,NEW_BtAsiaPac,0.8824,2.501000165939331
actorPPOmiddR,NEW_BtAsiaPac,0.77414,2.5349931716918945
actorPPOmiddR,NEW_BtAsiaPac,0.75094,2.5426228046417236
actorPPOmiddR,NEW_BtAsiaPac,0.79762,2.541929006576538
actorPPOmiddR,NEW_BtAsiaPac,0.74268,2.543126344680786
actorPPOmiddR,NEW_BtAsiaPac,0.7534,2.5608577728271484
actorPPOmiddR,NEW_BtAsiaPac,0.78102,2.5865771770477295
actorPPOmiddR,NEW_BtAsiaPac,0.80206,2.653773546218872
actorPPOmiddR,NEW_BtAsiaPac,0.7318,2.5771355628967285
actorPPOmiddR,NEW_BtAsiaPac,0.82814,2.509474515914917
actorPPOmiddR,NEW_BtAsiaPac,0.711,2.581308364868164
actorPPOmiddR,NEW_BtAsiaPac,0.77244,2.5677669048309326
actorPPOmiddR,NEW_BtAsiaPac,0.79448,2.615583896636963
actorPPOmiddR,NEW_BtAsiaPac,0.68344,2.457822799682617
actorPPOmiddR,NEW_BtAsiaPac,0.86412,2.5398452281951904
actorPPOmiddR,NEW_BtAsiaPac,0.76046,2.496342420578003
actorPPOmiddR,NEW_BtAsiaPac,0.83412,2.513861894607544
actorPPOmiddR,NEW_BtAsiaPac,0.77554,2.576364755630493
actorPPOmiddR,NEW_BtAsiaPac,0.85226,2.562610149383545
actorPPOmiddR,NEW_BtAsiaPac,0.75918,2.544236660003662
actorPPOmiddR,NEW_BtAsiaPac,0.7855,2.534796953201294
actorPPOmiddR,NEW_BtAsiaPac,0.84484,2.5070228576660156
actorPPOmiddR,NEW_BtAsiaPac,0.74918,2.5962538719177246
actorPPOmiddR,NEW_BtAsiaPac,0.72362,2.5231876373291016
actorPPOmiddR,NEW_BtAsiaPac,0.8332,2.5835769176483154
actorPPOmiddR,NEW_BtAsiaPac,0.80074,2.5604467391967773
actorPPOmiddR,NEW_BtAsiaPac,0.7545,2.5877180099487305
actorPPOmiddR,NEW_BtAsiaPac,0.83482,2.556621551513672
actorPPOmiddR,NEW_BtAsiaPac,0.82896,2.5731022357940674
actorPPOmiddR,NEW_BtAsiaPac,0.72664,2.5865769386291504
actorPPOmiddR,NEW_BtAsiaPac,0.8108,2.544614553451538
actorPPOmiddR,NEW_BtAsiaPac,0.75132,2.5926315784454346
actorPPOmiddR,NEW_BtAsiaPac,0.7227,2.5584704875946045
actorPPOmiddR,NEW_BtAsiaPac,0.73204,2.517038106918335
actorPPOmiddR,NEW_BtAsiaPac,0.82228,2.5535695552825928
actorPPOmiddR,NEW_BtAsiaPac,0.80792,2.5613107681274414
actorPPOmiddR,NEW_Garr199905,1.3091777777777778,3.967054605484009
actorPPOmiddR,NEW_Garr199905,1.4227777777777777,3.9730889797210693
actorPPOmiddR,NEW_Garr199905,1.3321555555555555,4.0303637981414795
actorPPOmiddR,NEW_Garr199905,1.3592666666666666,4.0450828075408936
actorPPOmiddR,NEW_Garr199905,1.4783333333333333,4.006608963012695
actorPPOmiddR,NEW_Garr199905,1.3753333333333333,3.964550495147705
actorPPOmiddR,NEW_Garr199905,1.5229777777777778,3.954591989517212
actorPPOmiddR,NEW_Garr199905,1.3245777777777779,4.018707036972046
actorPPOmiddR,NEW_Garr199905,1.4469555555555556,3.9639105796813965
actorPPOmiddR,NEW_Garr199905,1.2384444444444445,3.9341647624969482
actorPPOmiddR,NEW_Garr199905,1.3617777777777778,4.002213001251221
actorPPOmiddR,NEW_Garr199905,1.3491333333333333,4.005911827087402
actorPPOmiddR,NEW_Garr199905,1.4932888888888889,4.01875376701355
actorPPOmiddR,NEW_Garr199905,1.3607555555555555,4.019094705581665
actorPPOmiddR,NEW_Garr199905,1.2838,4.022989749908447
actorPPOmiddR,NEW_Garr199905,1.4716,3.9900500774383545
actorPPOmiddR,NEW_Garr199905,1.2963333333333333,3.9608869552612305
actorPPOmiddR,NEW_Garr199905,1.3553777777777778,3.9350991249084473
actorPPOmiddR,NEW_Garr199905,1.3772,4.016830205917358
actorPPOmiddR,NEW_Garr199905,1.311488888888889,4.018283128738403
actorPPOmiddR,NEW_Garr199905,1.397888888888889,3.9314892292022705
actorPPOmiddR,NEW_Garr199905,1.3639555555555556,3.9853639602661133
actorPPOmiddR,NEW_Garr199905,1.2097777777777778,3.9869942665100098
actorPPOmiddR,NEW_Garr199905,1.4864666666666666,4.037928342819214
actorPPOmiddR,NEW_Garr199905,1.5386222222222221,3.9936091899871826
actorPPOmiddR,NEW_Garr199905,1.462711111111111,3.9473066329956055
actorPPOmiddR,NEW_Garr199905,1.4012444444444445,3.9771127700805664
actorPPOmiddR,NEW_Garr199905,1.285311111111111,4.015772581100464
actorPPOmiddR,NEW_Garr199905,1.4028444444444443,4.0712785720825195
actorPPOmiddR,NEW_Garr199905,1.4217111111111111,4.0111083984375
actorPPOmiddR,NEW_Garr199905,1.2376888888888888,4.02595067024231
actorPPOmiddR,NEW_Garr199905,1.3288666666666666,4.050604343414307
actorPPOmiddR,NEW_Garr199905,1.3517555555555556,4.035934209823608
actorPPOmiddR,NEW_Garr199905,1.4392888888888888,3.965196132659912
actorPPOmiddR,NEW_Garr199905,1.3804888888888889,3.972874879837036
actorPPOmiddR,NEW_Garr199905,1.4240444444444444,4.0020411014556885
actorPPOmiddR,NEW_Garr199905,1.2830222222222223,4.025149822235107
actorPPOmiddR,NEW_Garr199905,1.4732666666666667,3.951679229736328
actorPPOmiddR,NEW_Garr199905,1.5420888888888888,4.021285057067871
actorPPOmiddR,NEW_Garr199905,1.3237555555555556,4.046448707580566
actorPPOmiddR,NEW_Garr199905,1.4396444444444445,3.971663236618042
actorPPOmiddR,NEW_Garr199905,1.3504888888888888,3.9818930625915527
actorPPOmiddR,NEW_Garr199905,1.388511111111111,3.9979188442230225
actorPPOmiddR,NEW_Garr199905,1.399888888888889,4.025492906570435
actorPPOmiddR,NEW_Garr199905,1.3115555555555556,3.9496848583221436
actorPPOmiddR,NEW_Garr199905,1.4319333333333333,3.9569194316864014
actorPPOmiddR,NEW_Garr199905,1.2961777777777779,3.9709904193878174
actorPPOmiddR,NEW_Garr199905,1.2648222222222223,3.996778726577759
actorPPOmiddR,NEW_Garr199905,1.4013111111111112,3.972975015640259
actorPPOmiddR,NEW_Garr199905,1.3496444444444444,3.9707775115966797
actorPPOmiddR,NEW_Goodnet,1.28385,1.697211503982544
actorPPOmiddR,NEW_Goodnet,1.12315,1.7202885150909424
actorPPOmiddR,NEW_Goodnet,1.0597,1.7303624153137207
actorPPOmiddR,NEW_Goodnet,1.2191,1.7162818908691406
actorPPOmiddR,NEW_Goodnet,0.9866,1.7027790546417236
actorPPOmiddR,NEW_Goodnet,1.1057,1.7175076007843018
actorPPOmiddR,NEW_Goodnet,1.15905,1.6928527355194092
actorPPOmiddR,NEW_Goodnet,1.12465,1.6758036613464355
actorPPOmiddR,NEW_Goodnet,1.1682,1.6893770694732666
actorPPOmiddR,NEW_Goodnet,1.14665,1.6589374542236328
actorPPOmiddR,NEW_Goodnet,1.20825,1.7187626361846924
actorPPOmiddR,NEW_Goodnet,1.07365,1.6853766441345215
actorPPOmiddR,NEW_Goodnet,1.13565,1.6793756484985352
actorPPOmiddR,NEW_Goodnet,1.0244,1.701939582824707
actorPPOmiddR,NEW_Goodnet,0.9967,1.7002973556518555
actorPPOmiddR,NEW_Goodnet,1.0367,1.7093815803527832
actorPPOmiddR,NEW_Goodnet,1.3307,1.7339322566986084
actorPPOmiddR,NEW_Goodnet,1.23325,1.7088549137115479
actorPPOmiddR,NEW_Goodnet,1.0679,1.6998255252838135
actorPPOmiddR,NEW_Goodnet,1.10415,1.669008493423462
actorPPOmiddR,NEW_Goodnet,1.083,1.7036714553833008
actorPPOmiddR,NEW_Goodnet,1.07285,1.6871542930603027
actorPPOmiddR,NEW_Goodnet,1.13375,1.665238618850708
actorPPOmiddR,NEW_Goodnet,1.17405,1.7030551433563232
actorPPOmiddR,NEW_Goodnet,1.12375,1.6829683780670166
actorPPOmiddR,NEW_Goodnet,1.09405,1.675706148147583
actorPPOmiddR,NEW_Goodnet,1.24595,1.706148386001587
actorPPOmiddR,NEW_Goodnet,1.04955,1.6956532001495361
actorPPOmiddR,NEW_Goodnet,1.2211,1.7504773139953613
actorPPOmiddR,NEW_Goodnet,1.16195,1.6832525730133057
actorPPOmiddR,NEW_Goodnet,1.1091,1.7154333591461182
actorPPOmiddR,NEW_Goodnet,1.13425,1.7072813510894775
actorPPOmiddR,NEW_Goodnet,1.37205,1.7324256896972656
actorPPOmiddR,NEW_Goodnet,1.18445,1.6863155364990234
actorPPOmiddR,NEW_Goodnet,1.0502,1.6778974533081055
actorPPOmiddR,NEW_Goodnet,1.13625,1.6818077564239502
actorPPOmiddR,NEW_Goodnet,1.24105,1.7045633792877197
actorPPOmiddR,NEW_Goodnet,1.0431,1.7035059928894043
actorPPOmiddR,NEW_Goodnet,1.1605,1.6760172843933105
actorPPOmiddR,NEW_Goodnet,1.23865,1.6561915874481201
actorPPOmiddR,NEW_Goodnet,1.2222,1.7149734497070312
actorPPOmiddR,NEW_Goodnet,1.0908,1.7159984111785889
actorPPOmiddR,NEW_Goodnet,1.2251,1.684375286102295
actorPPOmiddR,NEW_Goodnet,1.1122,1.7103099822998047
actorPPOmiddR,NEW_Goodnet,1.4775,1.644092321395874
actorPPOmiddR,NEW_Goodnet,1.0763,1.7192275524139404
actorPPOmiddR,NEW_Goodnet,1.0775,1.685783863067627
actorPPOmiddR,NEW_Goodnet,1.1121,1.6788828372955322
actorPPOmiddR,NEW_Goodnet,1.139,1.7052335739135742
actorPPOmiddR,NEW_Goodnet,1.1587,1.7268626689910889
actorPPO_v2,NEW_BtAsiaPac,0.71892,3.3714001178741455
actorPPO_v2,NEW_BtAsiaPac,0.82282,3.3666915893554688
actorPPO_v2,NEW_BtAsiaPac,0.75036,3.3526761531829834
actorPPO_v2,NEW_BtAsiaPac,0.72632,3.314647912979126
actorPPO_v2,NEW_BtAsiaPac,0.7717,3.303506374359131
actorPPO_v2,NEW_BtAsiaPac,0.87126,3.3641271591186523
actorPPO_v2,NEW_BtAsiaPac,0.76432,3.268568992614746
actorPPO_v2,NEW_BtAsiaPac,0.8787,3.363384485244751
actorPPO_v2,NEW_BtAsiaPac,0.86662,3.3447365760803223
actorPPO_v2,NEW_BtAsiaPac,0.73576,3.3598990440368652
actorPPO_v2,NEW_BtAsiaPac,0.78662,3.422513723373413
actorPPO_v2,NEW_BtAsiaPac,0.82334,3.376399040222168
actorPPO_v2,NEW_BtAsiaPac,0.88228,3.3535821437835693
actorPPO_v2,NEW_BtAsiaPac,0.73886,3.3768556118011475
actorPPO_v2,NEW_BtAsiaPac,0.80514,3.3152432441711426
actorPPO_v2,NEW_BtAsiaPac,0.81194,3.3446455001831055
actorPPO_v2,NEW_BtAsiaPac,0.76982,3.356041669845581
actorPPO_v2,NEW_BtAsiaPac,0.72636,3.3551406860351562
actorPPO_v2,NEW_BtAsiaPac,0.83048,3.358271837234497
actorPPO_v2,NEW_BtAsiaPac,0.73608,3.356666088104248
actorPPO_v2,NEW_BtAsiaPac,0.80398,3.355222225189209
actorPPO_v2,NEW_BtAsiaPac,0.83078,3.3926899433135986
actorPPO_v2,NEW_BtAsiaPac,0.77298,3.37054181098938
actorPPO_v2,NEW_BtAsiaPac,0.75616,3.302072763442993
actorPPO_v2,NEW_BtAsiaPac,0.77502,3.385284662246704
actorPPO_v2,NEW_BtAsiaPac,0.79282,3.353494644165039
actorPPO_v2,NEW_BtAsiaPac,0.8293,3.417030096054077
actorPPO_v2,NEW_BtAsiaPac,0.71758,3.261375904083252
actorPPO_v2,NEW_BtAsiaPac,0.86542,3.359935998916626
actorPPO_v2,NEW_BtAsiaPac,0.88694,3.3093388080596924
actorPPO_v2,NEW_BtAsiaPac,0.78128,3.3286213874816895
actorPPO_v2,NEW_BtAsiaPac,0.7853,3.3634908199310303
actorPPO_v2,NEW_BtAsiaPac,0.83278,3.3616602420806885
actorPPO_v2,NEW_BtAsiaPac,0.75892,3.3405935764312744
actorPPO_v2,NEW_BtAsiaPac,0.88076,3.3474631309509277
actorPPO_v2,NEW_BtAsiaPac,0.75828,3.3000810146331787
actorPPO_v2,NEW_BtAsiaPac,0.72848,3.4066944122314453
actorPPO_v2,NEW_BtAsiaPac,0.77202,3.3000309467315674
actorPPO_v2,NEW_BtAsiaPac,0.72006,3.3719160556793213
actorPPO_v2,NEW_BtAsiaPac,0.87944,3.3530287742614746
actorPPO_v2,NEW_BtAsiaPac,0.87406,3.4038593769073486
actorPPO_v2,NEW_BtAsiaPac,0.82302,3.357703924179077
actorPPO_v2,NEW_BtAsiaPac,0.88744,3.3956801891326904
actorPPO_v2,NEW_BtAsiaPac,0.79628,3.397888422012329
actorPPO_v2,NEW_BtAsiaPac,0.75392,3.3648250102996826
actorPPO_v2,NEW_BtAsiaPac,0.8175,3.3893463611602783
actorPPO_v2,NEW_BtAsiaPac,0.924,3.3767528533935547
actorPPO_v2,NEW_BtAsiaPac,0.76536,3.334542989730835
actorPPO_v2,NEW_BtAsiaPac,0.76914,3.3610756397247314
actorPPO_v2,NEW_BtAsiaPac,0.8828,3.349459171295166
actorPPO_v2,NEW_Garr199905,1.344311111111111,5.024419546127319
actorPPO_v2,NEW_Garr199905,1.2320666666666666,5.038894414901733
actorPPO_v2,NEW_Garr199905,1.3506,5.103764295578003
actorPPO_v2,NEW_Garr199905,1.3190666666666666,5.084271192550659
actorPPO_v2,NEW_Garr199905,1.2538444444444445,5.0581066608428955
actorPPO_v2,NEW_Garr199905,1.4399777777777778,5.017070770263672
actorPPO_v2,NEW_Garr199905,1.3171111111111111,5.031183481216431
actorPPO_v2,NEW_Garr199905,1.2455333333333334,5.100536108016968
actorPPO_v2,NEW_Garr199905,1.4194666666666667,5.026459455490112
actorPPO_v2,NEW_Garr199905,1.1779333333333333,5.013892650604248
actorPPO_v2,NEW_Garr199905,1.2964444444444445,5.0462119579315186
actorPPO_v2,NEW_Garr199905,1.1903555555555556,5.057200193405151
actorPPO_v2,NEW_Garr199905,1.311311111111111,5.087563991546631
actorPPO_v2,NEW_Garr199905,1.3445111111111112,5.071340322494507
actorPPO_v2,NEW_Garr199905,1.2214222222222222,5.0643470287323
actorPPO_v2,NEW_Garr199905,1.3381777777777777,5.05139946937561
actorPPO_v2,NEW_Garr199905,1.292,5.011740446090698
actorPPO_v2,NEW_Garr199905,1.243088888888889,4.991549730300903
actorPPO_v2,NEW_Garr199905,1.2511333333333334,5.077662467956543
actorPPO_v2,NEW_Garr199905,1.3588888888888888,5.0675811767578125
actorPPO_v2,NEW_Garr199905,1.3388444444444445,4.982036113739014
actorPPO_v2,NEW_Garr199905,1.4746,5.0566246509552
actorPPO_v2,NEW_Garr199905,1.2069333333333334,5.075748443603516
actorPPO_v2,NEW_Garr199905,1.432311111111111,5.079682111740112
actorPPO_v2,NEW_Garr199905,1.4146222222222222,5.064455270767212
actorPPO_v2,NEW_Garr199905,1.3351555555555557,5.044744968414307
actorPPO_v2,NEW_Garr199905,1.6204222222222222,5.05272364616394
actorPPO_v2,NEW_Garr199905,1.4421333333333333,5.064903974533081
actorPPO_v2,NEW_Garr199905,1.2589555555555556,5.072655200958252
actorPPO_v2,NEW_Garr199905,1.5324666666666666,5.08589768409729
actorPPO_v2,NEW_Garr199905,1.4253777777777779,5.098005056381226
actorPPO_v2,NEW_Garr199905,1.4176444444444445,5.118238210678101
actorPPO_v2,NEW_Garr199905,1.6846222222222222,5.1033241748809814
actorPPO_v2,NEW_Garr199905,1.2776,5.017247915267944
actorPPO_v2,NEW_Garr199905,1.370088888888889,5.048581838607788
actorPPO_v2,NEW_Garr199905,1.2647111111111111,5.079035043716431
